Mon Mar 25 15:08:31 2019


Number of Points = 15770

Depth (nm)	Load (µN)	Time (s)
-3.012815	-0.169624	0.000000
-3.332346	-0.427681	0.016667
-3.330033	-0.364903	0.033333
-3.327672	-0.364903	0.050000
-3.486399	-0.305150	0.066667
-3.484086	-0.242313	0.083333
-3.481772	-0.179416	0.100000
-3.318372	-0.176212	0.116667
-3.477146	-0.053445	0.133333
-3.313745	-0.050121	0.150000
-3.150440	0.079709	0.166667
-2.986992	0.019959	0.183333
-3.306854	0.202772	0.200000
-2.821326	0.150326	0.216667
-2.980148	0.337117	0.233333
-2.816748	0.340978	0.250000
-2.814483	0.468376	0.266667
-2.489948	0.348878	0.283333
-2.648723	0.472415	0.300000
-2.324283	0.480674	0.316667
-2.644145	0.664137	0.333333
-2.319706	0.672753	0.350000
-2.317394	0.736898	0.366667
-1.992955	0.745873	0.383333
-2.151730	0.869943	0.400000
-1.988379	0.939022	0.416667
-1.986115	1.068085	0.433333
-1.661628	1.013215	0.450000
-1.820404	1.137640	0.466667
-1.495917	1.082890	0.483333
-1.493605	1.147689	0.500000
-1.169118	1.093060	0.516667
-1.488981	1.277466	0.533333
-1.003407	1.163212	0.550000
-1.001144	1.293346	0.566667
-0.837697	1.233603	0.583333
-0.835385	1.298759	0.600000
-0.994161	1.423718	0.616667
-0.669674	1.369508	0.633333
-0.667363	1.434843	0.650000
-0.503964	1.440495	0.666667
-0.823828	1.625432	0.683333
-0.660429	1.631203	0.700000
-0.335992	1.642925	0.716667
-0.333681	1.708616	0.733333
-0.331370	1.774367	0.750000
-0.167971	1.780437	0.766667
-0.004622	1.852496	0.783333
-0.002311	1.918485	0.800000
0.000000	1.984533	0.816667
0.324237	2.262593	0.833333
0.487585	2.335843	0.850000
0.650733	2.676497	0.866667
1.136054	2.899823	0.883333
1.621424	3.057700	0.900000
1.945705	3.276801	0.916667
2.431124	3.369532	0.933333
2.755455	3.522948	0.950000
3.079733	3.745923	0.966667
3.403959	4.039351	0.983333
3.567199	4.256069	1.000000
4.213649	4.364063	1.016667
4.376888	4.582926	1.033333
4.862249	4.753329	1.050000
4.864346	5.104388	1.066667
5.510739	5.288740	1.083333
5.512887	5.572085	1.100000
6.159330	5.688734	1.116667
6.322564	5.914505	1.133333
6.807972	6.021798	1.150000
7.293379	6.130047	1.166667
7.617698	6.298966	1.183333
7.619733	6.733267	1.200000
8.266225	6.785148	1.216667
8.268367	7.076824	1.233333
9.075890	7.144217	1.250000
9.239172	7.304785	1.266667
9.402455	7.465890	1.283333
9.726713	7.715687	1.300000
10.212113	7.833013	1.316667
10.536426	8.010998	1.333333
11.021768	8.204971	1.350000
11.346135	8.310131	1.366667
11.509358	8.550680	1.383333
11.833667	8.732483	1.400000
12.157919	8.990928	1.416667
12.482227	9.174878	1.433333
12.806534	9.359784	1.450000
13.291985	9.409549	1.466667
13.455204	9.655819	1.483333
14.101741	9.647149	1.500000
14.264900	9.972146	1.516667
14.589262	10.084294	1.533333
15.074652	10.214764	1.550000
15.560217	10.113234	1.566667
15.401257	10.483650	1.583333
16.047792	10.478577	1.600000
16.211005	10.731288	1.616667
16.535306	10.925269	1.633333
16.859605	11.120204	1.650000
17.344991	11.256413	1.666667
17.508261	11.433799	1.683333
17.993646	11.571682	1.700000
17.995709	11.969173	1.716667
18.803267	11.989853	1.733333
18.805447	12.229777	1.750000
19.451917	12.311811	1.766667
19.454096	12.552986	1.783333
20.100565	12.636696	1.800000
20.102743	12.879122	1.816667
20.749149	13.045675	1.833333
20.912475	13.148516	1.850000
21.397915	13.213724	1.866667
21.400030	13.540176	1.883333
22.046433	13.710916	1.900000
22.531933	13.696100	1.916667
22.695196	13.883152	1.933333
23.019545	14.011078	1.950000
23.182745	14.281919	1.966667
23.507094	14.411100	1.983333
23.831318	14.707142	2.000000
24.316753	14.778098	2.016667
24.479950	15.052518	2.033333
25.126346	15.232830	2.050000
25.128517	15.484908	2.066667
25.775038	15.498904	2.083333
25.777145	15.836557	2.100000
26.584816	15.707480	2.116667
26.425834	16.106216	2.133333
27.233504	15.977864	2.150000
27.074458	16.463305	2.166667
27.720976	16.480902	2.183333
28.045318	16.618335	2.200000
28.369661	16.756307	2.216667
28.694067	16.808824	2.233333
29.018279	17.120097	2.250000
29.342685	17.173452	2.266667
29.989265	17.107764	2.283333
29.991431	17.367533	2.300000
30.315706	17.595444	2.316667
30.478958	17.796824	2.333333
30.964253	18.054134	2.350000
31.288657	18.109767	2.366667
31.774017	18.281389	2.383333
31.937267	18.485278	2.400000
32.261604	18.630070	2.416667
32.747028	18.715768	2.433333
33.232452	18.802007	2.450000
33.234680	18.979061	2.466667
33.397795	19.363108	2.483333
34.044237	19.480608	2.500000
34.368505	19.718322	2.516667
34.692973	19.688461	2.533333
35.017172	20.017062	2.550000
35.502728	19.927938	2.566667
