Thu Nov 07 15:17:59 2013

Number of Points = 3699
Depth (nm)	Load (µN)	Time (s)
-5.598467	0.143646	0.000000
-7.679570	0.149408	0.016667
-8.477394	0.632029	0.033333
-7.028240	0.103858	0.050000
-8.467894	0.632029	0.066667
-6.537400	0.117058	0.083333
-8.458394	0.632029	0.100000
-7.651452	0.717162	0.116667
-6.362788	0.247689	0.133333
-7.160484	0.541110	0.150000
-6.674267	0.365057	0.166667
-6.348412	0.058374	0.183333
-7.306724	0.599794	0.200000
-5.857571	0.071637	0.216667
-7.457714	0.658478	0.233333
-6.008687	0.319696	0.250000
-6.485405	0.495747	0.266667
-6.480655	0.495747	0.283333
-5.352481	0.084963	0.300000
-5.668709	0.202330	0.316667
-5.503470	0.143646	0.333333
-5.980188	0.319696	0.350000
-7.098863	0.730480	0.366667
-6.131305	0.567813	0.383333
-6.287044	0.626495	0.400000
-5.640464	0.581258	0.416667
-4.833268	0.287849	0.433333
-5.470475	0.522576	0.450000
-4.823641	0.098352	0.466667
-5.781954	0.639940	0.483333
-6.258672	0.815986	0.500000
-5.130624	0.594767	0.516667
-5.446853	0.712129	0.533333
-4.639657	0.418723	0.550000
-4.153439	0.242680	0.566667
-4.951136	0.536085	0.583333
-3.983450	0.183999	0.600000
-5.423104	0.712129	0.616667
-4.776524	0.667018	0.633333
-4.611285	0.608338	0.650000
-4.927514	0.725698	0.666667
-3.799466	0.504612	0.683333
-3.955205	0.563292	0.700000
-3.950456	0.563292	0.716667
-3.785089	0.314936	0.733333
-4.903891	0.915369	0.750000
-3.936206	0.563292	0.766667
-4.413051	0.929062	0.783333
-3.766344	0.694347	0.800000
-3.600978	0.445932	0.816667
-3.596482	0.825461	0.833333
-3.270754	0.708105	0.850000
-3.426493	0.766783	0.866667
-3.582233	0.825461	0.883333
-3.096015	0.649427	0.900000
-3.733222	0.884139	0.916667
-3.086643	0.839281	0.933333
-3.081893	0.839281	0.950000
-3.237760	1.087870	0.966667
-2.751415	0.721926	0.983333
-2.907281	0.970517	1.000000
-2.742042	0.911840	1.016667
-2.255825	0.735810	1.033333
-2.732670	1.101812	1.050000
-2.246452	0.925784	1.066667
-3.044149	1.219164	1.083333
-2.397569	1.174492	1.100000
-2.071841	1.057142	1.116667
-2.388069	1.174492	1.133333
-1.901852	0.998467	1.150000
-2.057719	1.247233	1.166667
-2.213458	1.305907	1.183333
-2.208708	1.305907	1.200000
-2.204086	1.496056	1.216667
-1.557379	1.261362	1.233333
-1.552757	1.451572	1.250000
-1.387517	1.392899	1.266667
-1.061789	1.275553	1.283333
-1.538380	1.261362	1.300000
-1.373268	1.392899	1.316667
-1.368645	1.583168	1.333333
-1.363896	1.583168	1.350000
-0.877678	1.407152	1.366667
-1.033417	1.465824	1.383333
-0.707817	1.538810	1.400000
-0.863556	1.597482	1.416667
-1.179785	1.714824	1.433333
-0.533078	1.480139	1.450000
-0.849434	1.787870	1.466667
-0.523833	1.860976	1.483333
-0.679573	1.919646	1.500000
-0.353972	1.992813	1.516667
-0.028244	1.875475	1.533333
-0.344472	1.992813	1.550000
-0.339722	1.992813	1.566667
0.146367	2.007373	1.583333
-0.009372	2.066041	1.600000
0.155867	2.007373	1.616667
0.000000	2.256666	1.633333
0.646835	1.831367	1.650000
0.330223	2.520758	1.666667
1.137163	2.609094	1.683333
1.623125	2.815006	1.700000
1.788108	3.138482	1.716667
2.273813	3.727485	1.733333
2.920135	4.067212	1.750000
