Mon Mar 25 16:26:26 2019


Number of Points = 17418

Depth (nm)	Load (µN)	Time (s)
0.114914	0.956878	0.000000
-0.204321	0.832099	0.016667
-0.362606	0.830933	0.033333
-0.359849	0.830933	0.050000
-0.518271	1.012602	0.066667
-0.515560	1.073646	0.083333
-0.351761	1.074991	0.100000
-0.349050	1.136154	0.116667
-0.185252	1.137618	0.133333
-0.182541	1.198899	0.150000
-0.179876	1.321641	0.166667
-0.177165	1.383101	0.183333
-0.013413	1.446442	0.200000
0.150385	1.448323	0.216667
-0.007992	1.569778	0.233333
-0.166415	1.753107	0.250000
0.158377	1.819400	0.266667
0.000000	1.941209	0.283333
0.325025	1.697650	0.300000
0.166461	2.067972	0.316667
0.491346	2.010754	0.333333
0.332969	2.132860	0.350000
0.657807	2.138232	0.366667
0.660470	2.263350	0.383333
0.663180	2.325999	0.400000
0.826977	2.328953	0.416667
0.829640	2.454547	0.433333
0.832303	2.580378	0.450000
1.157093	2.650067	0.466667
0.998715	2.773001	0.483333
1.162416	2.903155	0.500000
1.165031	3.093595	0.516667
1.489819	3.165071	0.533333
1.814703	3.109351	0.550000
1.495237	3.292684	0.566667
1.981208	3.177336	0.583333
1.822734	3.429129	0.600000
1.986530	3.433515	0.616667
1.989239	3.497708	0.633333
2.475210	3.382721	0.650000
1.994560	3.755075	0.666667
2.641569	3.645133	0.683333
2.483190	3.769488	0.700000
2.646986	3.774411	0.716667
2.649646	3.903928	0.733333
2.813442	3.909031	0.750000
2.816101	4.038903	0.766667
3.302072	3.924698	0.783333
2.982605	4.109270	0.800000
3.307390	4.185396	0.816667
3.149010	4.310462	0.833333
3.473844	4.321802	0.850000
3.154278	4.637965	0.866667
3.801287	4.530420	0.883333
3.481770	4.781557	0.900000
3.806603	4.793970	0.916667
3.809211	4.992256	0.933333
3.973005	4.998732	0.950000
4.136800	5.005267	0.966667
4.622819	4.826052	0.983333
4.464439	4.952124	1.000000
4.467146	5.018517	1.016667
4.630941	5.025232	1.033333
4.472510	5.218053	1.050000
4.636204	5.358386	1.066667
4.799898	5.499255	1.083333
5.124880	5.312855	1.100000
4.966500	5.439519	1.116667
5.130193	5.580925	1.133333
5.132849	5.715315	1.150000
5.457781	5.595847	1.166667
5.460437	5.730476	1.183333
5.624180	5.805609	1.200000
5.626886	5.873132	1.216667
6.112855	5.761515	1.233333
5.793487	5.813399	1.250000
6.118318	5.829158	1.266667
