Thu Nov 07 14:52:28 2013

Number of Points = 2499
Depth (nm)	Load (µN)	Time (s)
-6.319596	0.300853	0.000000
-6.153166	-0.325958	0.016667
-6.789563	-0.091219	0.033333
-6.623513	-0.149903	0.050000
-7.580888	0.202206	0.066667
-8.698753	0.613000	0.083333
-7.891000	0.698253	0.100000
-7.403972	0.522203	0.116667
-7.077433	0.404836	0.133333
-6.429916	0.170103	0.150000
-6.424355	0.170103	0.166667
-6.418795	0.170103	0.183333
-6.413235	0.170103	0.200000
-6.728653	0.287470	0.216667
-6.723092	0.287470	0.233333
-6.396680	0.359536	0.250000
-6.872588	0.535584	0.266667
-6.225197	0.490345	0.283333
-5.738169	0.314299	0.300000
-5.411504	0.007440	0.316667
-5.887411	0.183488	0.333333
-6.042467	0.431663	0.350000
-5.876417	0.372981	0.366667
-6.191835	0.490345	0.383333
-6.025913	0.621214	0.400000
-6.180842	0.679895	0.416667
-5.372962	0.576102	0.433333
-4.885807	0.210446	0.450000
-5.201225	0.327808	0.466667
-4.874813	0.400061	0.483333
-5.350721	0.576102	0.500000
-5.826628	0.752143	0.516667
-5.179238	0.707092	0.533333
-5.013188	0.648413	0.550000
-4.686649	0.531053	0.566667
-4.199621	0.355015	0.583333
-4.033572	0.296335	0.600000
-4.188501	0.355015	0.616667
-4.664408	0.531053	0.633333
-4.979826	0.648413	0.650000
-4.653415	0.720785	0.666667
-4.487365	0.662106	0.683333
-4.321315	0.603427	0.700000
-3.994904	0.675862	0.716667
-3.828854	0.617184	0.733333
-3.823294	0.617184	0.750000
-3.978223	0.675862	0.766667
-4.133279	0.924391	0.783333
-3.967229	0.865713	0.800000
-3.961669	0.865713	0.816667
-2.993300	0.703563	0.833333
-3.148229	0.762240	0.850000
-2.982180	0.703563	0.866667
-3.137108	0.762240	0.883333
-3.452527	0.879593	0.900000
-3.446966	0.879593	0.916667
-3.281044	1.010887	0.933333
-3.435973	1.069563	0.950000
-2.949072	1.083565	0.966667
-2.943512	1.083565	0.983333
-2.616973	0.966215	1.000000
-2.932391	1.083565	1.016667
-2.766469	1.214979	1.033333
-2.600419	1.156305	1.050000
-2.434497	1.287779	1.066667
-2.107958	1.170432	1.083333
-1.941909	1.111759	1.100000
-2.096838	1.170432	1.116667
-1.770299	1.053085	1.133333
-2.085717	1.170432	1.150000
-2.080157	1.170432	1.166667
-1.593256	1.184622	1.183333
-1.908674	1.301968	1.200000
-1.903114	1.301968	1.216667
-1.897681	1.492236	1.233333
-1.892120	1.492236	1.250000
-1.565709	1.565219	1.266667
-1.560149	1.565219	1.283333
-1.233738	1.638263	1.300000
-1.228177	1.638263	1.316667
-1.222617	1.638263	1.333333
-1.217057	1.638263	1.350000
-1.211624	1.828709	1.366667
-1.206063	1.828709	1.383333
-0.719163	1.843205	1.400000
-0.392624	1.725867	1.416667
-0.066085	1.608528	1.433333
-0.541993	1.784536	1.450000
-0.536432	1.784536	1.466667
-0.691489	2.033769	1.483333
-0.846546	2.283059	1.500000
-0.359517	2.107056	1.516667
-0.193468	2.048389	1.533333
0.133071	1.931053	1.550000
0.619971	1.945737	1.566667
0.144064	2.121738	1.583333
-0.171354	2.239072	1.600000
-0.005305	2.180405	1.616667
0.000000	2.561947	1.633333
0.326283	2.826394	1.650000
0.812927	3.223514	1.666667
1.780910	3.636525	1.683333
2.427914	4.167816	1.700000
3.235279	4.833275	1.716667
4.042384	5.884720	1.733333
5.010106	6.687744	1.750000
6.298676	7.568688	1.766667
7.266395	8.376379	1.783333
8.394471	9.321406	1.800000
9.362317	9.939595	1.816667
10.490390	10.889649	1.833333
11.458103	11.706313	1.850000
12.425815	12.525130	1.866667
13.393393	13.541742	1.883333
14.521460	14.502675	1.900000
15.649655	15.270071	1.916667
16.777718	16.236453	1.933333
17.906042	16.811352	1.950000
18.873877	17.446342	1.966667
19.841445	18.478435	1.983333
20.809278	19.117025	2.000000

21.937465	19.897031	2.016667
23.065651	20.679201	2.033333
24.193969	21.264344	2.050000
25.322419	21.651571	2.066667
26.129757	22.356543	2.083333
26.776470	23.321578	2.100000
27.904650	24.113124	2.116667
28.872339	24.965372	2.133333
30.000515	25.761243	2.150000
31.128691	26.559279	2.166667
32.096375	27.418003	2.183333
33.224818	27.816126	2.200000
34.192501	28.678457	2.216667
35.160317	29.340203	2.233333
36.128133	30.003454	2.250000
37.095947	30.668211	2.266667
38.224114	31.479605	2.283333
39.191789	32.351660	2.300000
40.159601	33.021530	2.316667
41.608878	33.517451	2.333333
42.095220	34.365789	2.350000
43.384006	34.923223	2.366667
44.030835	35.716072	2.383333
45.158992	36.540827	2.400000
46.126659	37.426213	2.416667
47.094324	38.313757	2.433333
48.222616	38.938117	2.450000
49.350768	39.771177	2.466667
50.479057	40.398864	2.483333
51.125878	41.203390	2.500000
52.254026	42.042229	2.516667
53.221823	42.733179	2.533333
54.028990	43.692850	2.550000
55.157134	44.537824	2.566667
56.445765	45.326550	2.583333
57.413558	46.024428	2.600000
58.381631	46.303692	2.616667
59.349280	47.214322	2.633333
60.156581	47.974829	2.650000
61.124228	48.889418	2.666667
62.252363	49.747774	2.683333
63.059518	50.725075	2.700000
64.508628	51.470997	2.716667
65.155576	52.086254	2.733333
66.123216	53.010938	2.750000
67.251202	54.092468	2.766667
67.897861	55.138560	2.783333
69.346964	55.895003	2.800000
69.993620	56.945402	2.816667
70.960966	58.310368	2.833333
72.249575	59.132402	2.850000
73.217060	60.288650	2.866667
74.505810	60.899678	2.883333
75.152604	61.745540	2.900000
76.280718	62.634237	2.916667
77.248342	63.583423	2.933333
78.055330	64.810160	2.950000
79.022806	65.981513	2.966667
79.990279	67.155798	2.983333
80.957604	68.551392	3.000000
82.085562	69.673669	3.016667
83.053029	70.857169	3.033333
84.180983	71.985329	3.050000
84.987957	73.232969	3.066667
85.794781	74.704035	3.083333
86.601307	76.621035	3.100000
88.050081	77.867673	3.116667
89.017535	79.070848	3.133333
90.306114	79.938092	3.150000
90.952736	81.040438	3.166667
91.919885	82.697976	3.183333
93.208309	83.796458	3.200000
94.015264	85.072526	3.216667
95.303834	85.952439	3.233333
96.110786	87.233958	3.250000
97.078073	88.685504	3.266667
98.205998	89.856919	3.283333
99.012943	91.147639	3.300000
99.980224	92.609707	3.316667
100.947502	94.075597	3.333333
101.914777	95.545311	3.350000
102.881897	97.246921	3.366667
103.849013	98.953358	3.383333
104.976769	100.377354	3.400000
106.104676	101.575639	3.416667
107.232581	102.776874	3.433333
108.199841	104.269553	3.450000
109.327897	105.246303	3.466667
110.134818	106.572587	3.483333
111.423204	107.727510	3.500000
111.909144	109.175843	3.516667
113.197370	110.569115	3.533333
114.164928	111.616599	3.550000
115.132173	113.132757	3.566667
116.260216	114.127228	3.583333
117.066967	115.708157	3.600000
118.194850	116.942217	3.616667
119.001596	118.530314	3.633333
120.129475	119.770682	3.650000
121.257194	121.249891	3.666667
122.224738	122.318303	3.683333
123.352452	123.804243	3.700000
124.159663	124.698650	3.716667
125.126884	126.248845	3.733333
126.094103	127.802868	3.750000
127.061319	129.360721	3.766667
128.189022	130.864423	3.783333
129.477531	131.835289	3.800000
130.445222	132.684668	3.816667
131.252102	134.073426	3.833333
132.058979	135.465114	3.850000
133.186671	136.984694	3.866667
134.154195	138.083445	3.883333
135.282044	139.368067	3.900000
136.088751	141.013618	3.916667
137.216759	142.062030	3.933333
138.183951	143.656368	3.950000
139.151303	145.011125	3.966667
140.439631	146.253018	3.983333
141.407143	147.369490	4.000000
142.214164	148.546028	4.016667
143.020857	150.214583	4.033333
144.148524	151.771202	4.050000
145.276353	153.085765	4.066667
146.404345	154.157024	4.083333
147.371847	155.288328	4.100000
148.339182	156.668782	4.116667
149.146026	158.110027	4.133333
150.113357	159.496367	4.150000
151.241009	161.076102	4.166667
152.368824	162.410934	4.183333
153.015172	163.922177	4.200000
154.303305	165.454686	4.216667
155.270458	167.106664	4.233333
156.237777	168.511947	4.250000
157.205093	169.920177	4.266667
158.332896	171.273575	4.283333
159.139720	172.745483	4.300000
160.267519	174.104792	4.316667
161.234659	175.777433	4.333333
162.201965	177.200829	4.350000
163.008611	178.938417	4.366667
164.136401	180.310383	4.383333
