Thu Nov 07 14:01:33 2013

Number of Points = 1040
Depth (nm)	Load (µN)	Time (s)
-4.531291	0.496876	0.000000
-6.608398	0.324485	0.016667
-5.797324	0.030918	0.033333
-5.788697	0.030918	0.050000
-6.422026	0.265771	0.066667
-5.771442	0.030918	0.083333
-6.404897	0.452779	0.100000
-5.914802	0.276641	0.116667
-5.585196	0.159216	0.133333
-6.218651	0.581133	0.150000
-4.765620	0.052726	0.166667
-5.880418	0.463709	0.183333
-5.711301	0.404997	0.200000
-5.702799	0.592125	0.216667
-6.015275	0.896731	0.233333
-5.043712	0.544468	0.250000
-4.714107	0.427047	0.266667
-4.224011	0.250916	0.283333
-4.696726	0.239858	0.300000
-5.490671	0.720600	0.316667
-5.482169	0.907844	0.333333
-5.473667	1.095147	0.350000
-4.662719	0.988966	0.366667
-3.851520	0.508057	0.383333
-3.842892	0.508057	0.400000
-3.513161	0.203328	0.416667
-4.627958	0.614295	0.433333
-5.261414	1.036438	0.450000
-4.450465	0.930258	0.466667
-4.281349	0.871549	0.483333
-3.470401	0.765436	0.500000
-3.301158	0.519300	0.516667
-3.613510	0.636717	0.533333
-3.283904	0.519300	0.550000
-4.398827	1.117681	0.566667
-3.587753	0.824144	0.583333
-3.579251	1.011629	0.600000
-3.410135	0.952922	0.616667
-3.080529	0.835509	0.633333
-3.071902	0.835509	0.650000
-3.223889	1.081760	0.666667
-2.894283	0.964348	0.683333
-3.527613	1.199172	0.700000
-2.877154	1.151953	0.716667
-2.868527	1.151953	0.733333
-2.699410	1.093248	0.750000
-2.690783	1.093248	0.766667
-2.521792	1.222207	0.783333
-2.834143	1.339616	0.800000

-2.183559	1.104798	0.816667
-2.014568	1.233818	0.833333
-1.845325	0.987389	0.850000
-2.157802	1.292522	0.866667
-2.149175	1.292522	0.883333
-2.622015	1.468633	0.900000
-2.453025	1.597710	0.916667
-1.642077	1.492037	0.933333
-1.312471	1.374633	0.950000
-1.143228	1.128086	0.966667
-1.295090	1.186789	0.983333
-1.928546	1.609442	1.000000
-1.920044	1.797342	1.016667
-1.750928	1.738640	1.033333
-1.421448	1.809197	1.050000
-0.770863	1.574393	1.066667
-0.601747	1.515692	1.083333
-0.432630	1.456991	1.100000
-0.744981	1.574393	1.116667
-1.217822	1.750496	1.133333
-1.209320	1.938515	1.150000
-1.040204	1.879814	1.166667
-0.710724	1.950493	1.183333
-0.381118	1.833095	1.200000
-0.372491	1.833095	1.216667
-0.042885	1.715696	1.233333
-0.355362	2.021234	1.250000
-0.186245	1.962535	1.266667
-0.017129	1.903836	1.283333
-0.329480	2.021234	1.300000
0.000000	2.092035	1.316667
1.612763	2.635515	1.333333
2.102099	3.592003	1.350000
3.874967	4.649281	1.366667
5.807939	6.223013	1.383333
8.222246	7.820267	1.400000
10.796906	9.560745	1.416667
13.211198	11.179047	1.433333
16.588289	12.649029	1.450000
19.484035	14.112568	1.466667
21.577458	15.684493	1.483333
24.473322	16.972021	1.500000
26.726960	18.895318	1.516667
29.622811	20.201680	1.533333
32.197678	21.633917	1.550000
34.772538	23.074842	1.566667
37.508016	24.266691	1.583333
39.761888	25.841394	1.600000
42.176108	27.566846	1.616667
44.590457	29.101053	1.633333
