Thu Nov 07 13:54:18 2013

Number of Points = 1044
Depth (nm)	Load (µN)	Time (s)
-6.163663	-0.186700	0.000000
-5.994620	-0.245405	0.016667
-6.146556	-0.186700	0.033333
-6.458981	-0.069292	0.050000
-5.808471	-0.304109	0.066667
-6.602364	-0.010587	0.083333
-5.791490	-0.116368	0.100000
-5.782936	-0.116368	0.116667
-5.132426	-0.351182	0.133333
-5.444851	-0.233775	0.150000
-5.436298	-0.233775	0.166667
-6.069701	0.001040	0.183333
-5.258827	-0.104677	0.200000
-6.052720	0.188838	0.216667
-5.081357	0.024481	0.233333
-4.912315	-0.034221	0.250000
-4.903761	-0.034221	0.266667
-4.895208	-0.034221	0.283333
-4.886654	-0.034221	0.300000
-5.359569	0.141886	0.316667
-5.351141	0.329803	0.333333
-4.861246	0.341677	0.350000
-4.210736	0.106874	0.366667
-4.523161	0.224276	0.383333
-4.514607	0.224276	0.400000
-4.506054	0.224276	0.416667
-4.658116	0.471013	0.433333
-4.328584	0.353613	0.450000
-3.999178	0.424312	0.466667
-3.509157	0.248214	0.483333
-3.500603	0.248214	0.500000
-3.973518	0.424312	0.516667
-4.285943	0.541710	0.533333
-4.117026	0.671167	0.550000
-3.947984	0.612468	0.566667
-2.976495	0.260277	0.583333
-3.288920	0.377674	0.600000
-2.959388	0.260277	0.616667
-3.432429	0.624590	0.633333
-3.423875	0.624590	0.650000
-3.575937	0.871562	0.666667
-3.246405	0.754168	0.683333
-3.077363	0.695471	0.700000
-2.426978	0.649021	0.716667
-3.060382	0.883806	0.733333
-2.570361	0.707717	0.750000
-2.882786	0.825109	0.766667
-2.713870	0.954808	0.783333
-2.544827	0.896112	0.800000

-2.536274	0.896112	0.816667
-2.206868	0.967176	0.833333
-2.037825	0.908481	0.850000
-2.029272	0.908481	0.866667
-1.860229	0.849787	0.883333
-2.333144	1.025871	0.900000
-1.843249	1.038301	0.916667
-1.995185	1.096995	0.933333
-2.307736	1.402954	0.950000
-1.817715	1.226874	0.966667
-1.809288	1.415505	0.983333
-1.319267	1.239428	1.000000
-1.471329	1.486811	1.016667
-1.462649	1.298120	1.033333
-0.972755	1.310736	1.050000
-0.964201	1.310736	1.066667
-0.955648	1.310736	1.083333
-0.786605	1.252044	1.100000
-1.259520	1.428119	1.116667
-0.769625	1.440796	1.133333
-0.921561	1.499487	1.150000
-0.592155	1.570916	1.166667
-0.583602	1.570916	1.183333
-0.414559	1.512225	1.200000
-0.406006	1.512225	1.216667
-0.397453	1.512225	1.233333
-0.549515	1.759785	1.250000
-0.219983	1.642406	1.266667
-0.532535	1.948713	1.283333
0.278338	1.844258	1.300000
0.126402	1.902946	1.316667
-0.025533	1.961634	1.333333
0.303872	2.033305	1.350000
0.151936	2.091993	1.366667
0.000000	2.150680	1.383333
1.131217	2.875400	1.400000
1.620476	3.836993	1.416667
4.035222	4.667309	1.433333
5.968114	6.251353	1.450000
8.703574	7.359023	1.466667
10.957433	8.842319	1.483333
13.211156	10.527384	1.500000
16.267189	12.123397	1.516667
19.002236	13.848463	1.533333
21.737405	15.389698	1.550000
24.633320	16.489928	1.566667
27.047631	17.970198	1.583333
29.622557	19.202927	1.600000
32.036857	20.699836	1.616667
34.451151	22.205417	1.633333
36.865439	23.719673	1.650000
39.600565	25.326001	1.666667
42.014840	26.858339	1.683333
44.589600	28.340835	1.700000
47.003728	30.093214	1.716667
49.899453	31.476810	1.733333
52.474331	32.782032	1.750000
55.049067	34.299344	1.766667
57.142329	36.000780	1.783333
59.395799	38.064927	1.800000
62.291217	39.907020	1.816667
64.544810	41.786760	1.833333
67.440353	43.442937	1.850000
70.175540	44.958336	1.866667
72.589743	46.599290	1.883333
75.004081	48.038138	1.900000
77.097153	50.024072	1.916667
79.671401	52.269758	1.933333
82.406272	54.257315	1.950000
84.659811	56.217705	1.966667
87.555299	57.954889	1.983333
89.969458	59.661779	2.000000
92.383611	61.377377	2.016667
94.957956	63.477384	2.033333
97.211316	65.705813	2.050000
100.106770	67.494171	2.066667
102.520750	69.467627	2.083333
105.095360	71.172837	2.100000
107.348690	73.445149	2.116667
109.762650	75.449217	2.133333
112.176304	77.908666	2.150000
114.750439	80.323429	2.166667
117.164075	82.809957	2.183333
119.577703	85.310021	2.200000
122.151658	87.991680	2.216667
124.565267	90.519728	2.233333
127.139355	93.003170	2.250000
129.552793	95.787282	2.266667
131.965911	99.046774	2.283333
134.379017	102.325682	2.300000
136.631776	105.449942	2.316667
139.044544	109.233113	2.333333
141.617941	112.747693	2.350000
143.870189	116.635583	2.366667
146.603887	120.373321	2.383333
148.855943	124.547070	2.400000
151.428959	128.631192	2.416667
153.841307	133.040233	2.433333
156.253474	137.720101	2.450000
158.826435	141.887151	2.466667
161.238561	146.627488	2.483333
163.811320	151.095672	2.500000
166.544548	155.534984	2.516667
169.117268	160.061150	2.533333
171.690303	164.116917	2.550000
174.102665	168.505342	2.566667
176.675160	173.366773	2.583333
179.087825	177.303684	2.600000
181.660623	181.713652	2.616667
184.394405	185.325079	2.633333
186.967686	189.013764	2.650000
189.059143	193.410745	2.666667
191.792538	197.601059	2.683333
194.205114	201.670448	2.700000
196.777989	205.965337	2.716667
199.351023	210.021697	2.733333
201.602713	214.742443	2.750000
204.335850	219.316967	2.766667
206.748171	223.766826	2.783333
209.160476	228.240724	2.800000
212.054230	232.566214	2.816667
214.466864	236.548781	2.833333
217.200281	240.706781	2.850000
219.452400	244.786963	2.866667
221.864994	248.829246	2.883333
224.277208	253.439240	2.900000
226.689405	258.073303	2.916667
229.583052	262.559412	2.933333
231.834915	267.021332	2.950000
234.407740	271.390374	2.966667
236.819875	276.118438	2.983333
238.910828	281.266282	3.000000
241.804016	286.436890	3.016667
244.376208	291.751141	3.033333
246.627404	297.208894	3.050000
249.360237	302.237815	3.066667
251.772268	307.120050	3.083333
254.344384	312.546917	3.100000
256.756382	317.479787	3.116667
259.328851	322.379716	3.133333
261.901304	327.303818	3.150000
264.152765	332.366137	3.166667
266.885081	338.166292	3.183333
269.136309	343.576648	3.200000
271.547608	349.551703	3.216667
274.280263	354.846902	3.233333
276.531435	360.339469	3.250000
278.942472	366.706061	3.266667
281.674259	373.296600	3.283333
284.085656	379.125153	3.300000
286.657317	385.231764	3.316667
289.228751	391.677376	3.333333
291.800781	397.232305	3.350000
294.212306	402.870613	3.366667
296.944789	408.422204	3.383333
299.516975	413.745084	3.400000
301.928447	419.462131	3.416667
304.500389	425.149226	3.433333
306.912037	430.603803	3.450000
309.162968	436.456128	3.466667
311.734644	442.540312	3.483333
314.467217	447.958128	3.500000
316.717880	454.211221	3.516667
319.128795	460.759222	3.533333
321.700177	467.282735	3.550000
324.271754	473.513323	3.566667
327.003582	480.043087	3.583333
329.254583	485.791280	3.600000
331.665395	492.493549	3.616667
334.397382	498.785076	3.633333
336.808596	504.887061	3.650000
339.379834	511.624929	3.666667
341.951722	517.392720	3.683333
344.362657	523.911396	3.700000
346.934285	530.066696	3.716667
349.184694	536.698778	3.733333
351.916546	543.191896	3.750000
354.167144	549.542140	3.766667
356.738012	556.832245	3.783333
359.148599	563.869974	3.800000
361.719652	570.883764	3.816667
364.451403	577.527804	3.833333
366.862160	584.313073	3.850000
369.272429	591.824810	3.866667
371.843866	598.265656	3.883333
374.254563	605.140302	3.900000
376.985978	612.285313	3.916667
379.396397	619.573960	3.933333
381.967758	626.128448	3.950000
384.378374	633.121950	3.966667
386.788972	640.144829	3.983333
389.038821	647.611866	4.000000
391.930115	655.609879	4.016667
394.501136	662.670697	4.033333
397.072382	669.397678	4.050000
399.322879	675.898020	4.066667
401.732867	683.830344	4.083333
404.303564	691.374864	4.100000
406.553019	699.430993	4.116667
409.123425	707.411284	4.133333
411.854792	714.628232	4.150000
414.264915	722.358105	4.166667
416.995991	730.009618	4.183333
419.567313	736.622121	4.200000
421.495914	744.609922	4.216667
424.065934	753.165508	4.233333
426.475442	761.814165	4.250000
429.205898	770.390581	4.266667
431.455125	778.787418	4.283333
434.507019	786.560070	4.300000
437.077948	793.759268	4.316667
439.327626	801.481938	4.333333
441.897998	809.512240	4.350000
444.468871	816.796097	4.366667
446.557741	825.052666	4.383333
449.609510	833.012527	4.400000
451.859088	840.885279	4.416667
454.429355	849.072748	4.433333
456.839114	857.347199	4.450000
459.248851	865.653875	4.466667
461.658299	874.391695	4.483333
464.228478	882.709640	4.500000
466.798367	891.461631	4.516667
469.528988	899.791089	4.533333
471.617642	908.370820	4.550000
474.026976	917.279728	4.566667
476.756439	927.337385	4.583333
479.165997	935.911875	4.600000
482.056992	944.355707	4.616667
484.145809	952.691739	4.633333
486.876275	961.253261	4.650000
489.446234	969.901429	4.666667
492.016170	978.581974	4.683333
494.586364	986.877751	4.700000
496.996052	995.257302	4.716667
499.245234	1003.720525	4.733333
501.975855	1012.051241	4.750000
504.224432	1021.418606	4.766667
506.954727	1030.235294	4.783333
509.203542	1039.246179	4.800000
511.451192	1049.996478	4.816667
514.180557	1060.201105	4.833333
516.749409	1070.500855	4.850000
519.480164	1078.630952	4.866667
521.568377	1087.868281	4.883333
524.298222	1097.357302	4.900000
527.028626	1106.010688	4.916667
529.277554	1114.854636	4.933333
531.686653	1124.112774	4.950000
534.095436	1133.842870	4.966667
536.503900	1144.049254	4.983333
539.233607	1153.744437	5.000000
541.803102	1163.084446	5.016667
544.533060	1172.403630	5.033333
547.103110	1180.915425	5.050000
549.191084	1190.509982	5.066667
551.759891	1200.875983	5.083333
553.847216	1211.439776	5.100000
556.575244	1223.639467	5.116667
559.304760	1233.619093	5.133333
561.713282	1243.740231	5.150000
564.443056	1253.333698	5.166667
567.012324	1263.012746	5.183333
569.421084	1272.777258	5.200000
571.830131	1282.113152	5.216667
574.078054	1292.456562	5.233333
576.807098	1303.140896	5.250000
579.537051	1312.467362	5.266667
581.945389	1322.862647	5.283333
584.836413	1331.262825	5.300000
586.603395	1340.994783	5.316667
589.332007	1352.323971	5.333333
591.579769	1362.907454	5.350000
593.826554	1374.947855	5.366667
596.554446	1387.351125	5.383333
599.122461	1398.900304	5.400000
601.690768	1410.012236	5.416667
604.419856	1420.630139	5.433333
606.668111	1430.477170	5.450000
609.397477	1440.680288	5.466667
611.645043	1451.556889	5.483333
614.374039	1462.312548	5.500000
616.943179	1472.181500	5.516667
619.351487	1482.620904	5.533333
622.080086	1493.968920	5.550000
624.328522	1503.545615	5.566667
627.056744	1515.457470	5.583333
629.465624	1525.043244	5.600000
631.713005	1536.194573	5.616667
634.280998	1547.774881	5.633333
636.367512	1559.548751	5.650000
639.094263	1573.655611	5.666667
641.983479	1584.753967	5.683333
644.230734	1596.094196	5.700000
646.959756	1606.810683	5.716667
649.368127	1617.156828	5.733333
651.454489	1629.158031	5.750000
654.504072	1640.380505	5.766667
656.751209	1651.895319	5.783333
659.480119	1662.779998	5.800000
661.727554	1673.851137	5.816667
663.973932	1686.498989	5.833333
666.862219	1698.983986	5.850000
669.430898	1709.541694	5.866667
671.677893	1721.269659	5.883333
674.085697	1732.461585	5.900000
676.491730	1746.296651	5.916667
679.379884	1758.979650	5.933333
681.466295	1770.907870	5.950000
684.193559	1784.248957	5.966667
686.761017	1796.628868	5.983333
689.329159	1807.987748	6.000000
692.057762	1819.328920	6.016667
694.626574	1829.688531	6.033333
696.713200	1841.294739	6.050000
699.602941	1851.610968	6.066667
701.688806	1864.353013	6.083333
704.256097	1876.982463	6.100000
706.502033	1890.290902	6.116667
709.551084	1902.307326	6.133333
712.120114	1912.340210	6.150000
714.206584	1924.179736	6.166667
716.612903	1937.587600	6.183333
719.340528	1950.390237	6.200000
721.426193	1963.431619	6.216667
724.313880	1976.811845	6.233333
726.400231	1988.829037	6.250000
729.448349	2002.238646	6.266667
731.855991	2013.671806	6.283333
734.423352	2026.196790	6.300000
736.830579	2038.250076	6.316667
739.398267	2050.286646	6.333333
741.804699	2063.525769	6.350000
744.533200	2075.020144	6.366667
746.619371	2087.305436	6.383333
749.507180	2100.504996	6.400000
751.753788	2112.809401	6.416667
754.319821	2127.317000	6.433333
757.048211	2138.976330	6.450000
759.133504	2152.573118	6.466667
761.860702	2166.011998	6.483333
764.428544	2177.819449	6.500000
766.674244	2191.478728	6.516667
769.722333	2204.931943	6.533333
771.969530	2216.358818	6.550000
